Part Number;Description;Bearing designation;"Brand
name";???;?????????;Pitch circle diameter J (mm);Outside diameter D (mm);Hole / Thread H/T;Shaft diameter d (mm);D-shape hole cut out dimension C (mm);Outer Thread M;Total length L (mm);Total flange length L1 (mm);Length of D shape E (mm);Length of threaded part F (mm);Mass kg;Dynamic load rating Cdyn (kN);Static load rating Co (kN);Fatigue load limit Pu (kN)
BAA-0004 VX;VX HUB;"8395.TDA.5.05.015
AGHU2898X4E-DSCS
AHU28117A-01
BAA 0004
BAA 0004 (SAH0004)
F-673270.04.TILL
HUB 30mm ASSY (47661)
HUB-30MM-X-ASSY-A221
IL-117-M22
PN 60014";"????
SKF
NSK
SKF
FBJ (??????)
INA
PEER
PEER
FKL
RBF";"1000042983 Holmer
642668 Köckerling
910974 Köckerling
BAA 0004
F06160015 Gaspardo
IL40-98/4T-M22
Il50-98/4t-m22
KM040110 BEDNAR
M11308 Farmet
PN60014 RBF
R18125110R GASPARDO";HUB;98;117;6xM12x1.25;27.95;25.4;M22x1.5;102;60;17;25;2.16;42.9;36.3;1.53
