Part Number;Bearing designation;"Brand
name";Cross-Refference;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
GW212 KPP52 R-GX VX;"DC 212 TTRA
GW 212 KPP52 R-GX
GW 212 KPP52 R-GX
SBX 1226 LLSQ1
DC 212 TTRA ";"National
PEER
CT-AGRI
NTN
NTN";"193906A1 CASE
194704A1 Bearing assembly
321SBX1226 CASE
DC 212 TTRA NTN
193906A1 CASE
194704A1 Bearing assembly
321SBX1226 CASE";;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
