Part Number;Description;Bearing designation;"Brand
name";???;?????????;Pitch circle diameter J (mm);Outside diameter D (mm);Outside diameter D1 (mm);Bore diameter d (mm);Hole / Thread H/T;Total length L (mm);Width inner ring B (mm);Mass kg;Dynamic load rating Cdyn (kN);Static load rating Co (kN);Fatigue load limit Pu (kN)
PL-140 VX;VX HUB;"PL-140
SAH017";"FKL
FBJ (??????)";"405814
418531
420013
420832 Vaderstad ???? ? ?????
PL-140";HUB;104;140;62;30;M12;35;23.8;1.5;31;22.2;0.932
