Part Number;Bearing designation;"Brand
name";Cross-Refference;Bore diameter d (mm);Outside diameter D (mm);Pitch circle diameter J (mm);Hole / Thread H/T;Overall width A (mm);Housing flange thickness A2 (mm);Width inner ring B (mm);Mass kg;Static load rating Co (kN);Dynamic load rating Cdyn (kN);Fatigue load limit Pu (kN);;;;;
BUP 207-X3L;"207XTR-R-DFC-A534 (PER.207RRSB-FC-A)
GH.PN 00032
LSGR 207-TBS
LSGR 207-TBS
LSGR 207-TBS
PN 00023
PN 00032";"PEER
RBF
FKL
CT-AGRI
NTE (Slovakia)
RBF
RBF";"31910034 Lemken
3199372 Lemken
3421370 Opall Agri
F232812 - 0200 INA/FAG Bearing
GGF35A08
GGME07 - AH07  INA/FAG Housing
RCJ 35 35x118x39,9 4xM12
UC 207 X1  SNR Bearing";35;125;100;M12;40;20;28.3;1.7;15.3;25.5;0.643;;;;;
