Part Number;Bearing designation;"Brand
name";Cross-Refference;Bore diameter;Outside diameter;Width inner ring;D-shape hole cut out dimension;Mass;Dynamic load rating;Static load rating;Fatigue load limit;;;;;;;;;;
;;;;d (mm);D (mm);B (mm);C (mm);kg;Cdyn (kN);Co (kN);Pu (kN);;;;;;;;;;
203KRR2-R3 VX;"203 KRR AH02
203 KRR AH02
203 KRR2
203 KRR2
203 KRR2FD (PER.203RRY2)
203 KRR2-R3
203 RR2
BB203 RR2
BB203RR2FD 
";"FKL
INA
RBF
CT-AGRI
PEER
CT-AGRI
TIMKEN
TIMKEN
PEER
";"144819C91 CASE
149261C91 CASE
23091 Will rich
3643380M1 AGCO
520117  Gehl
666624R91 CASE
822-095C Great Plains
AN100425  JOHN DEERE
B96.00410 Grimme
JD9214  JOHN DEERE";16.26;40;18.29;12;0.07;9.5;4.75;0.2;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
