Part Number;Bearing designation;"Brand
name";Cross-Refference;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
207KRRB12 VX;"207 KRRB12
207 KRRB12
207 KRRB12
207 KRRB12 (PER.207HRRB12)
207 KRRB12-H-A146 
SBX 07A25 LLMQ3I";"CT-AGRI
RBF
TIMKEN
PEER
PEER
NTN";"156816C91 CASE
84330069 CASE
87376564 CASE
AN102010 JD
HPS102GPAN BCA
JD9488  JD";;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
