Part Number;Bearing designation;"Brand
name";Cross-Refference;Bore diameter d (mm);Total length L (mm);Distance between the holes J (mm);Hole / Thread H/T (mm);Overall width A (mm);Total housing width A1 (mm);Housing flange thickness A2 (mm);Width inner ring B (mm);Mass kg;Static load rating Co (kN);Dynamic load rating Cdyn (kN);Fatigue load limit Pu (kN)
BUQ 309-2T3H;"CJI 309 GGG+19000509 (Assy)
LSQFR 309-2TB.H.T
LSQFR 309-2TB.H.T";"CT-AGRI
FKL
CT-AGRI";"4000412 Farmet
M14581 Farmet
15626ND Farmet
18888ND Farmet
M10257 Farmet
M13082ND Farmet
M15626 Farmet
M17627 Farmet
M24607 Farmet
CJI309GGG+19000509
LEFG 209 TDT FKL";45;137;105;14;54;44;22;51.1;3.4;59.6;80.8;2.503
