Part Number;Description;Bearing designation;"Brand
name";???;?????????;Pitch circle diameter J (mm);Outside diameter D (mm);Shaft outside diameter D1 (mm);Counterbore diameter d (mm);Distance between holes C (mm);Hole / Thread H/T;Internal Thread G;Total length L (mm);Counterbore depth L1 (mm);Length of threaded part F (mm);Mass kg;Dynamic load rating Cdyn (kN);Static load rating Co (kN);Fatigue load limit Pu (kN)
28071300 VX;VX BEARING;;;"28071300 HORSCH
28077800 HORSCH
28077900 HORSCH
28085600 HORSCH
PN60041
28071300";HUB;106;127.3;64.2;55.7;38;M12;2xM20;106.5;2;25;3.81;48.8;35.3;1.483
