Part Number;Bearing designation;"Brand
name";Cross-Refference;Bore diameter d (mm);Centering diameter d1 (mm);Housing overall width L1 (mm);Distance between the holes J1 (mm);Housing overall width L2 (mm);Distance between the holes J2 (mm);Overall width A (mm);Flange width A1 (mm);Flange width A2 (mm);Centering diameter height A3 (mm);Threaded hole size T;Hole diameter H (mm);Mass kg;Dynamic load rating Cdyn (kN);Static load rating Co (kN);Fatigue load limit Pu (kN)
BUCR-SG-309-S2;"M43400468
M43400468  H.60 S.PAR
M43400468  H.60 S.PAR 
M43400468 Bearing unit
PN 0102
ZGKU 309 2S 
PN00102 ";"CT-AGRI
 - 
 - 
Ri.Ma
RBF
FKL
RBF";"17014180 GASPARDO
M23400435 Gaspardo - Bearing housing section
M23400436 Gaspardo - Bearing housing section
M43400413 Gaspardo
M43400468 Gaspardo
M43400468R Gaspardo
R17015300 Gaspardo 
?43400468 Bearing Unit";45;74;152;120;150;120;66.9;18;12;7;4xM12x1.25;4x12.3;5.6;52.7;31.5;1.32
